"Snapshot","VmName","PowerState","CreationDate","AgeDays","ParentSnapshot","IsCurrentSnapshot","SnapshotSizeGB","Description"
"opwarmmws1a_vm-412_1","opwarmmws1a","PoweredOff","26/06/2019 15:55:44","113 Jours",,"True","0,75 GB","Snapshot g?n?r? par VMware vSphere Update Manager ? 2019-06-26 15:55:44.978 (Heure locale d'Update Manager). Le snapshot sera supprim? automatiquement ? 2019-06-26 18:25:44.978."
"opevgfrws04a_vm-457_1","opevgfrws04a","PoweredOff","26/06/2019 15:55:47","113 Jours",,"True","4,67 GB","Snapshot g?n?r? par VMware vSphere Update Manager ? 2019-06-26 15:55:47.427 (Heure locale d'Update Manager). Le snapshot sera supprim? automatiquement ? 2019-06-26 18:25:47.427."
"opevgfrdb03a_vm-377_1","opevgfrdb03a","PoweredOff","26/06/2019 15:55:43","113 Jours",,"True","9,81 GB","Snapshot g?n?r? par VMware vSphere Update Manager ? 2019-06-26 15:55:43.776 (Heure locale d'Update Manager). Le snapshot sera supprim? automatiquement ? 2019-06-26 18:25:43.776."
"opevgfrdb01a_vm-442_1","opevgfrdb01a","PoweredOff","26/06/2019 15:55:46","113 Jours",,"True","9,53 GB","Snapshot g?n?r? par VMware vSphere Update Manager ? 2019-06-26 15:55:47.146 (Heure locale d'Update Manager). Le snapshot sera supprim? automatiquement ? 2019-06-26 18:25:47.146."
"opevgfrws02a_vm-481_1","opevgfrws02a","PoweredOff","26/06/2019 15:55:48","113 Jours",,"True","4,66 GB","Snapshot g?n?r? par VMware vSphere Update Manager ? 2019-06-26 15:55:48.753 (Heure locale d'Update Manager). Le snapshot sera supprim? automatiquement ? 2019-06-26 18:25:48.753."
"opevgfrws01a_vm-397_1","opevgfrws01a","PoweredOff","26/06/2019 15:55:44","113 Jours",,"True","4,60 GB","Snapshot g?n?r? par VMware vSphere Update Manager ? 2019-06-26 15:55:44.400 (Heure locale d'Update Manager). Le snapshot sera supprim? automatiquement ? 2019-06-26 18:25:44.400."
"opevgfrws03a_vm-359_1","opevgfrws03a","PoweredOff","26/06/2019 15:55:42","113 Jours",,"True","4,69 GB","Snapshot g?n?r? par VMware vSphere Update Manager ? 2019-06-26 15:55:42.809 (Heure locale d'Update Manager). Le snapshot sera supprim? automatiquement ? 2019-06-26 18:25:42.809."
"id-mm-out-enrol1-a_vm-423_1","id-mm-out-enrol1-a","PoweredOff","26/06/2019 15:55:45","113 Jours",,"True","0,33 GB","Snapshot g?n?r? par VMware vSphere Update Manager ? 2019-06-26 15:55:45.773 (Heure locale d'Update Manager). Le snapshot sera supprim? automatiquement ? 2019-06-26 18:25:45.773."
"id-mm-openid1-a_vm-404_1","id-mm-openid1-a","PoweredOff","26/06/2019 15:55:44","113 Jours",,"True","0,50 GB","Snapshot g?n?r? par VMware vSphere Update Manager ? 2019-06-26 15:55:44.603 (Heure locale d'Update Manager). Le snapshot sera supprim? automatiquement ? 2019-06-26 18:25:44.603."
"id-mm-auth-serv3-a_vm-388_1","id-mm-auth-serv3-a","PoweredOff","26/06/2019 15:55:43","113 Jours",,"True","0,49 GB","Snapshot g?n?r? par VMware vSphere Update Manager ? 2019-06-26 15:55:44.120 (Heure locale d'Update Manager). Le snapshot sera supprim? automatiquement ? 2019-06-26 18:25:44.120."
"id-mm-srv-mgt1-a_vm-402_1","id-mm-srv-mgt1-a","PoweredOff","26/06/2019 15:55:44","113 Jours",,"True","0,50 GB","Snapshot g?n?r? par VMware vSphere Update Manager ? 2019-06-26 15:55:44.588 (Heure locale d'Update Manager). Le snapshot sera supprim? automatiquement ? 2019-06-26 18:25:44.588."
"id-mm-out-dbr1-a_vm-414_1","id-mm-out-dbr1-a","PoweredOff","26/06/2019 15:55:45","113 Jours",,"True","9,24 GB","Snapshot g?n?r? par VMware vSphere Update Manager ? 2019-06-26 15:55:45.274 (Heure locale d'Update Manager). Le snapshot sera supprim? automatiquement ? 2019-06-26 18:25:45.274."
"id-mm-access-dbr1-a_vm-365_1","id-mm-access-dbr1-a","PoweredOff","26/06/2019 15:55:43","113 Jours",,"True","10,43 GB","Snapshot g?n?r? par VMware vSphere Update Manager ? 2019-06-26 15:55:43.418 (Heure locale d'Update Manager). Le snapshot sera supprim? automatiquement ? 2019-06-26 18:25:43.418."
"id-mm-auth-serv1-a_vm-425_1","id-mm-auth-serv1-a","PoweredOff","26/06/2019 15:55:45","113 Jours",,"True","0,50 GB","Snapshot g?n?r? par VMware vSphere Update Manager ? 2019-06-26 15:55:46.007 (Heure locale d'Update Manager). Le snapshot sera supprim? automatiquement ? 2019-06-26 18:25:46.007."
"id-mm-out-dbc1-a_vm-407_1","id-mm-out-dbc1-a","PoweredOff","26/06/2019 15:55:44","113 Jours",,"True","8,97 GB","Snapshot g?n?r? par VMware vSphere Update Manager ? 2019-06-26 15:55:44.712 (Heure locale d'Update Manager). Le snapshot sera supprim? automatiquement ? 2019-06-26 18:25:44.712."
"id-mm-access-dbc1-a_vm-428_1","id-mm-access-dbc1-a","PoweredOff","26/06/2019 15:55:46","113 Jours",,"True","10,08 GB","Snapshot g?n?r? par VMware vSphere Update Manager ? 2019-06-26 15:55:46.272 (Heure locale d'Update Manager). Le snapshot sera supprim? automatiquement ? 2019-06-26 18:25:46.272."
"opsahfrws3a_vm-406_1","opsahfrws3a","PoweredOff","26/06/2019 15:55:44","113 Jours",,"True","0,70 GB","Snapshot g?n?r? par VMware vSphere Update Manager ? 2019-06-26 15:55:44.712 (Heure locale d'Update Manager). Le snapshot sera supprim? automatiquement ? 2019-06-26 18:25:44.712."
"opsahfrws1a_vm-358_1","opsahfrws1a","PoweredOff","26/06/2019 15:55:42","113 Jours",,"True","0,88 GB","Snapshot g?n?r? par VMware vSphere Update Manager ? 2019-06-26 15:55:42.700 (Heure locale d'Update Manager). Le snapshot sera supprim? automatiquement ? 2019-06-26 18:25:42.700."
"opwupfrpriv18a_vm-460_1","opwupfrpriv18a","PoweredOff","26/06/2019 15:55:47","113 Jours",,"True","8,00 GB","Snapshot g?n?r? par VMware vSphere Update Manager ? 2019-06-26 15:55:47.458 (Heure locale d'Update Manager). Le snapshot sera supprim? automatiquement ? 2019-06-26 18:25:47.458."
"opwupfrpriv26a_vm-475_1","opwupfrpriv26a","PoweredOff","26/06/2019 15:55:47","113 Jours",,"True","8,11 GB","Snapshot g?n?r? par VMware vSphere Update Manager ? 2019-06-26 15:55:48.238 (Heure locale d'Update Manager). Le snapshot sera supprim? automatiquement ? 2019-06-26 18:25:48.238."
"opwupfrpriv6a_vm-467_1","opwupfrpriv6a","PoweredOff","26/06/2019 15:55:47","113 Jours",,"True","7,97 GB","Snapshot g?n?r? par VMware vSphere Update Manager ? 2019-06-26 15:55:47.505 (Heure locale d'Update Manager). Le snapshot sera supprim? automatiquement ? 2019-06-26 18:25:47.505."
"opwupfrpriv28a_vm-474_1","opwupfrpriv28a","PoweredOff","26/06/2019 15:55:47","113 Jours",,"True","8,11 GB","Snapshot g?n?r? par VMware vSphere Update Manager ? 2019-06-26 15:55:48.176 (Heure locale d'Update Manager). Le snapshot sera supprim? automatiquement ? 2019-06-26 18:25:48.176."
"opwupfrpriv30a_vm-464_1","opwupfrpriv30a","PoweredOff","26/06/2019 15:55:47","113 Jours",,"True","8,13 GB","Snapshot g?n?r? par VMware vSphere Update Manager ? 2019-06-26 15:55:47.505 (Heure locale d'Update Manager). Le snapshot sera supprim? automatiquement ? 2019-06-26 18:25:47.505."
"opwupfrpriv3a_vm-420_1","opwupfrpriv3a","PoweredOff","26/06/2019 15:55:45","113 Jours",,"True","8,00 GB","Snapshot g?n?r? par VMware vSphere Update Manager ? 2019-06-26 15:55:45.664 (Heure locale d'Update Manager). Le snapshot sera supprim? automatiquement ? 2019-06-26 18:25:45.664."
"opwupfrpriv15a_vm-429_1","opwupfrpriv15a","PoweredOff","26/06/2019 15:55:46","113 Jours",,"True","7,95 GB","Snapshot g?n?r? par VMware vSphere Update Manager ? 2019-06-26 15:55:46.444 (Heure locale d'Update Manager). Le snapshot sera supprim? automatiquement ? 2019-06-26 18:25:46.444."
"opwupfrpriv33a_vm-448_1","opwupfrpriv33a","PoweredOff","26/06/2019 15:55:47","113 Jours",,"True","8,03 GB","Snapshot g?n?r? par VMware vSphere Update Manager ? 2019-06-26 15:55:47.396 (Heure locale d'Update Manager). Le snapshot sera supprim? automatiquement ? 2019-06-26 18:25:47.396."
"opwupfrpriv35a_vm-405_1","opwupfrpriv35a","PoweredOff","26/06/2019 15:55:44","113 Jours",,"True","8,11 GB","Snapshot g?n?r? par VMware vSphere Update Manager ? 2019-06-26 15:55:44.588 (Heure locale d'Update Manager). Le snapshot sera supprim? automatiquement ? 2019-06-26 18:25:44.588."
"opwupfrpriv5a_vm-355_1","opwupfrpriv5a","PoweredOff","26/06/2019 15:55:42","113 Jours",,"True","8,03 GB","Snapshot g?n?r? par VMware vSphere Update Manager ? 2019-06-26 15:55:42.622 (Heure locale d'Update Manager). Le snapshot sera supprim? automatiquement ? 2019-06-26 18:25:42.622."
"opwupfrpriv29a_vm-392_1","opwupfrpriv29a","PoweredOff","26/06/2019 15:55:44","113 Jours",,"True","8,13 GB","Snapshot g?n?r? par VMware vSphere Update Manager ? 2019-06-26 15:55:44.354 (Heure locale d'Update Manager). Le snapshot sera supprim? automatiquement ? 2019-06-26 18:25:44.354."
"opwupfrpriv27a_vm-445_1","opwupfrpriv27a","PoweredOff","26/06/2019 15:55:46","113 Jours",,"True","8,06 GB","Snapshot g?n?r? par VMware vSphere Update Manager ? 2019-06-26 15:55:47.162 (Heure locale d'Update Manager). Le snapshot sera supprim? automatiquement ? 2019-06-26 18:25:47.162."
"opwupfrpriv13a_vm-345_1","opwupfrpriv13a","PoweredOff","26/06/2019 15:55:42","113 Jours",,"True","8,00 GB","Snapshot g?n?r? par VMware vSphere Update Manager ? 2019-06-26 15:55:42.341 (Heure locale d'Update Manager). Le snapshot sera supprim? automatiquement ? 2019-06-26 18:25:42.341."
"opwupfrpriv25a_vm-354_1","opwupfrpriv25a","PoweredOff","26/06/2019 15:55:42","113 Jours",,"True","8,13 GB","Snapshot g?n?r? par VMware vSphere Update Manager ? 2019-06-26 15:55:42.653 (Heure locale d'Update Manager). Le snapshot sera supprim? automatiquement ? 2019-06-26 18:25:42.653."
"opwupfrpriv9a_vm-399_1","opwupfrpriv9a","PoweredOff","26/06/2019 15:55:44","113 Jours",,"True","8,02 GB","Snapshot g?n?r? par VMware vSphere Update Manager ? 2019-06-26 15:55:44.588 (Heure locale d'Update Manager). Le snapshot sera supprim? automatiquement ? 2019-06-26 18:25:44.588."
"opwupfrpriv19a_vm-433_1","opwupfrpriv19a","PoweredOff","26/06/2019 15:55:46","113 Jours",,"True","8,11 GB","Snapshot g?n?r? par VMware vSphere Update Manager ? 2019-06-26 15:55:46.444 (Heure locale d'Update Manager). Le snapshot sera supprim? automatiquement ? 2019-06-26 18:25:46.444."
"opwupfrpriv23a_vm-371_1","opwupfrpriv23a","PoweredOff","26/06/2019 15:55:43","113 Jours",,"True","8,09 GB","Snapshot g?n?r? par VMware vSphere Update Manager ? 2019-06-26 15:55:43.558 (Heure locale d'Update Manager). Le snapshot sera supprim? automatiquement ? 2019-06-26 18:25:43.558."
"opwupfrpriv21a_vm-446_1","opwupfrpriv21a","PoweredOff","26/06/2019 15:55:47","113 Jours",,"True","8,05 GB","Snapshot g?n?r? par VMware vSphere Update Manager ? 2019-06-26 15:55:47.302 (Heure locale d'Update Manager). Le snapshot sera supprim? automatiquement ? 2019-06-26 18:25:47.302."
"opwupfrpriv11a_vm-346_1","opwupfrpriv11a","PoweredOff","26/06/2019 15:55:42","113 Jours",,"True","8,08 GB","Snapshot g?n?r? par VMware vSphere Update Manager ? 2019-06-26 15:55:42.372 (Heure locale d'Update Manager). Le snapshot sera supprim? automatiquement ? 2019-06-26 18:25:42.372."
"opwupfrpriv17a_vm-364_1","opwupfrpriv17a","PoweredOff","26/06/2019 15:55:43","113 Jours",,"True","7,94 GB","Snapshot g?n?r? par VMware vSphere Update Manager ? 2019-06-26 15:55:43.386 (Heure locale d'Update Manager). Le snapshot sera supprim? automatiquement ? 2019-06-26 18:25:43.386."
"opwupfrpriv24a_vm-462_1","opwupfrpriv24a","PoweredOff","26/06/2019 15:55:47","113 Jours",,"True","8,03 GB","Snapshot g?n?r? par VMware vSphere Update Manager ? 2019-06-26 15:55:47.474 (Heure locale d'Update Manager). Le snapshot sera supprim? automatiquement ? 2019-06-26 18:25:47.474."
"opwupfrpriv22a_vm-463_1","opwupfrpriv22a","PoweredOff","26/06/2019 15:55:47","113 Jours",,"True","8,05 GB","Snapshot g?n?r? par VMware vSphere Update Manager ? 2019-06-26 15:55:47.520 (Heure locale d'Update Manager). Le snapshot sera supprim? automatiquement ? 2019-06-26 18:25:47.520."
"opwupfrpriv7a_vm-372_1","opwupfrpriv7a","PoweredOff","26/06/2019 15:55:43","113 Jours",,"True","8,02 GB","Snapshot g?n?r? par VMware vSphere Update Manager ? 2019-06-26 15:55:43.636 (Heure locale d'Update Manager). Le snapshot sera supprim? automatiquement ? 2019-06-26 18:25:43.636."
"opwupfrpriv37a_vm-441_1","opwupfrpriv37a","PoweredOff","26/06/2019 15:55:46","113 Jours",,"True","8,13 GB","Snapshot g?n?r? par VMware vSphere Update Manager ? 2019-06-26 15:55:47.115 (Heure locale d'Update Manager). Le snapshot sera supprim? automatiquement ? 2019-06-26 18:25:47.115."
"opwupfrpriv31a_vm-383_1","opwupfrpriv31a","PoweredOff","26/06/2019 15:55:43","113 Jours",,"True","7,99 GB","Snapshot g?n?r? par VMware vSphere Update Manager ? 2019-06-26 15:55:43.901 (Heure locale d'Update Manager). Le snapshot sera supprim? automatiquement ? 2019-06-26 18:25:43.901."
"opwupfrpriv1a_vm-379_1","opwupfrpriv1a","PoweredOff","26/06/2019 15:55:43","113 Jours",,"True","8,70 GB","Snapshot g?n?r? par VMware vSphere Update Manager ? 2019-06-26 15:55:43.823 (Heure locale d'Update Manager). Le snapshot sera supprim? automatiquement ? 2019-06-26 18:25:43.823."
"opwupfrpriv39a_vm-384_1","opwupfrpriv39a","PoweredOff","26/06/2019 15:55:43","113 Jours",,"True","8,13 GB","Snapshot g?n?r? par VMware vSphere Update Manager ? 2019-06-26 15:55:43.901 (Heure locale d'Update Manager). Le snapshot sera supprim? automatiquement ? 2019-06-26 18:25:43.901."
"id-mm-was-priv1-a_vm-370_1","id-mm-was-priv1-a","PoweredOff","26/06/2019 15:55:43","113 Jours",,"True","0,84 GB","Snapshot g?n?r? par VMware vSphere Update Manager ? 2019-06-26 15:55:43.464 (Heure locale d'Update Manager). Le snapshot sera supprim? automatiquement ? 2019-06-26 18:25:43.464."
"id-mm-was-priv3-a_vm-424_1","id-mm-was-priv3-a","PoweredOff","26/06/2019 15:55:45","113 Jours",,"True","0,84 GB","Snapshot g?n?r? par VMware vSphere Update Manager ? 2019-06-26 15:55:45.945 (Heure locale d'Update Manager). Le snapshot sera supprim? automatiquement ? 2019-06-26 18:25:45.945."
"id-mm-was-priv6-a_vm-456_1","id-mm-was-priv6-a","PoweredOff","26/06/2019 15:55:47","113 Jours",,"True","0,86 GB","Snapshot g?n?r? par VMware vSphere Update Manager ? 2019-06-26 15:55:47.364 (Heure locale d'Update Manager). Le snapshot sera supprim? automatiquement ? 2019-06-26 18:25:47.364."
"id-mm-was-priv5-a_vm-387_1","id-mm-was-priv5-a","PoweredOff","26/06/2019 15:55:43","113 Jours",,"True","0,86 GB","Snapshot g?n?r? par VMware vSphere Update Manager ? 2019-06-26 15:55:44.057 (Heure locale d'Update Manager). Le snapshot sera supprim? automatiquement ? 2019-06-26 18:25:44.057."
"opwtrwtpriv10a_vm-476_1","opwtrwtpriv10a","PoweredOff","26/06/2019 15:55:48","113 Jours",,"True","1,80 GB","Snapshot g?n?r? par VMware vSphere Update Manager ? 2019-06-26 15:55:48.378 (Heure locale d'Update Manager). Le snapshot sera supprim? automatiquement ? 2019-06-26 18:25:48.378."
"opwtrwtpriv4a_vm-468_1","opwtrwtpriv4a","PoweredOff","26/06/2019 15:55:47","113 Jours",,"True","1,86 GB","Snapshot g?n?r? par VMware vSphere Update Manager ? 2019-06-26 15:55:47.567 (Heure locale d'Update Manager). Le snapshot sera supprim? automatiquement ? 2019-06-26 18:25:47.567."
"opwtrwtpriv5a_vm-403_1","opwtrwtpriv5a","PoweredOff","26/06/2019 15:55:44","113 Jours",,"True","1,91 GB","Snapshot g?n?r? par VMware vSphere Update Manager ? 2019-06-26 15:55:44.603 (Heure locale d'Update Manager). Le snapshot sera supprim? automatiquement ? 2019-06-26 18:25:44.603."
"opwtrwtpriv3a_vm-411_1","opwtrwtpriv3a","PoweredOff","26/06/2019 15:55:44","113 Jours",,"True","1,88 GB","Snapshot g?n?r? par VMware vSphere Update Manager ? 2019-06-26 15:55:44.900 (Heure locale d'Update Manager). Le snapshot sera supprim? automatiquement ? 2019-06-26 18:25:44.900."
"opwtrwtpriv1a_vm-382_1","opwtrwtpriv1a","PoweredOff","26/06/2019 15:55:43","113 Jours",,"True","2,22 GB","Snapshot g?n?r? par VMware vSphere Update Manager ? 2019-06-26 15:55:43.854 (Heure locale d'Update Manager). Le snapshot sera supprim? automatiquement ? 2019-06-26 18:25:43.854."
"opwtrwtpriv7a_vm-435_1","opwtrwtpriv7a","PoweredOff","26/06/2019 15:55:46","113 Jours",,"True","1,88 GB","Snapshot g?n?r? par VMware vSphere Update Manager ? 2019-06-26 15:55:46.491 (Heure locale d'Update Manager). Le snapshot sera supprim? automatiquement ? 2019-06-26 18:25:46.491."
"opwtrwtpriv9a_vm-360_1","opwtrwtpriv9a","PoweredOff","26/06/2019 15:55:42","113 Jours",,"True","1,88 GB","Snapshot g?n?r? par VMware vSphere Update Manager ? 2019-06-26 15:55:43.074 (Heure locale d'Update Manager). Le snapshot sera supprim? automatiquement ? 2019-06-26 18:25:43.074."
